TMDb-MovieId,IMDb-MovieId,Movie-Title,Original-Language,Popularity,Release-Date,Runtime,Production-Companies,Production-Countries,Budget,Revenue,Genre,Writer,Director,Actor,Rating
241771,tt3125324,Beyond the Lights,en,7.998,2014-11-14,116,"Black Entertainment Television (BET),Relativity Media,Relativity Sports,Undisputed Cinema,Homegrown Pictures",United States of America,7000000,14618727,"Drama,Music,Romance",Gina Prince-Bythewood,Gina Prince-Bythewood,"Gugu Mbatha-Raw,Nate Parker,Minnie Driver",6.8
261037,tt3128900,Miss Meadows,en,11.416,2014-09-12,88,"Entertainment One,Wiretap Films",United States of America,2000000,0,"Comedy,Crime,Drama",Karen Leigh Hopkins,Karen Leigh Hopkins,"Katie Holmes,James Badge Dale,Callan Mulvey",5.8
299221,tt3130734,Phantom Halo,en,7.661,2014-10-24,87,"Optimism Entertainment,Station 8 Films",United States of America,0,0,"Crime,Drama,Thriller","Antonia Bogdanovich,Anne Heffron",Antonia Bogdanovich,"Thomas Brodie-Sangster,Rebecca Romijn,Luke Kleintank",5.2
273964,tt3134422,Gold,en,2.216,2014-02-20,88,"Subotica Entertainment,Gloucester Place Films",Ireland,0,0,"Comedy,Drama,Family","Brendan Heery,Niall Heery",Niall Heery,"James Nesbitt,Maisie Williams,David Wilmot",6.1
287426,tt3136112,Shelter,en,7.824,2014-09-12,105,"The Bridge Finance Company,Bifrost Pictures",United States of America,0,0,Drama,Paul Bettany,Paul Bettany,"Adolfo Mendez-Nouel,Anthony Mackie,Kevin Arnold Hoffman",6.5
317953,tt3121562,Spud 3: Learning to Fly,en,2.474,2014-12-16,89,Rogue Star Films,South Africa,0,0,Comedy,John Van De Ruit,John Barker,"Troye Sivan,Sven Ruygrok,Blessing Xaba",5.7
343829,tt3105662,Breaking the Bank,en,2.232,2016-06-03,106,Black Hangar Studios,United Kingdom,0,0,Comedy,"Roger Devlin,Vadim Jean,Stephen Keyworth",Vadim Jean,"Kelsey Grammer,John Michael Higgins,Sonya Cassidy",4.8
226140,tt3106120,See No Evil 2,en,8.378,2014-10-21,90,"WWE Studios,Lionsgate",United States of America,0,0,"Action,Horror,Thriller","Nathan Brookes,Bobby Lee Darby","Jen Soska,Sylvia Soska","Glenn Jacobs,Danielle Harris,Katharine Isabelle",4.7
262958,tt3110960,Jimmy's Hall,en,5.256,2014-05-30,106,"Why Not Productions,Sixteen Films,Element Pictures,Wild Bunch,BFI,Film4 Productions,Screen Ireland,Canal+,Ciné+,France 2 Cinéma,France Télévisions,Le Pacte,Les Films du Fleuve,Longride","Belgium,France,Ireland,Japan,United Kingdom",0,4825184,"Biography,Drama,History","Paul Laverty,Donal O&apos;Kelly",Ken Loach,"Barry Ward,Francis Magee,Aileen Henry",6.7
406996,tt3112264,Little Pieces,en,0.6,2015-06-06,80,Apple Park Films,United Kingdom,7928,0,Drama,Adam Nelson,Adam Nelson,"Finnian Nainby-Luxmore,Matthew William Jones,Isabelle Glinn",7.1
253283,tt3120054,Take Care,en,5.083,2014-03-07,94,Entertainment One,United States of America,0,0,"Comedy,Drama,Romance",Liz Tuccillo,Liz Tuccillo,"Leslie Bibb,Kevin Curtis,Nadia Dajani",6.0
288301,tt3997238,Do I Sound Gay?,en,3.967,2015-07-10,77,"Little Punk,ThinkThorpe",United States of America,0,0,Documentary,"David Thorpe,Maeve O&apos;Boyle",David Thorpe,"David Thorpe,George Takei,Tim Gunn",6.0
278316,tt3104930,Da Sweet Blood of Jesus,en,5.238,2014-06-22,123,"40 Acres and a Mule Filmworks,Gravitas Ventures",United States of America,1420000,0,"Comedy,Drama,Horror","Spike Lee,Bill Gunn,Vinnie LaRocksta",Spike Lee,"Stephen Tyrone Williams,Zaraah Abrahams,Rami Malek",4.4
246594,tt3152098,Mega Shark vs. Mecha Shark,en,7.006,2014-01-28,90,The Asylum,United States of America,0,0,"Action,Adventure,Comedy","H. Perry Horton,Jose Prendes",Emile Edwin Smith,"Christopher Judge,Elisabeth Röhm,Matt Lagan",2.6
331592,tt3153582,Listening,en,4.421,2015-09-11,100,"Young Medium,Listen Film","United States of America,Cambodia",0,0,"Drama,Sci-Fi,Thriller",Khalil Sullins,Khalil Sullins,"Thomas Stroppel,Artie Ahr,Amber Marie Bollinger",5.6
309049,tt3157224,We Still Kill the Old Way,en,5.552,2014-12-12,94,Richwater Films,United Kingdom,0,0,"Action,Comedy,Crime","Sacha Bennett,Dougie Brimson,Gary Lawrence",Sacha Bennett,"Ian Ogilvy,Alison Doody,Danny Hatchard",6.0
278990,tt3149640,Seve,en,2.392,2014-06-27,124,"FishCorb Films,Renaissance Films","Spain,United Kingdom",0,0,"Biography,Drama,History",Tom Hodgson,John-Paul Davidson,"José Luis Gutiérrez,José Navar,Tiger Woods",7.1
278236,tt3149038,X+Y,en,13.405,2014-03-13,111,"Original Pictures,Head Gear Films,Minnow Films,BBC Film,BFI",United Kingdom,0,0,"Drama,Romance",James Graham,Morgan Matthews,"Asa Butterfield,Rafe Spall,Sally Hawkins",7.1
244688,tt3138104,The Hungover Games,en,8.271,2014-02-01,86,"Sense and Sensibility Ventures,Silver Nitrate",United States of America,0,0,"Adventure,Comedy,Fantasy","Kyle Barnett Anderson,David Bernstein,Jamie Kennedy",Josh Stolberg,"Ross Nathan,Sam Pancake,Ben Begley",3.5
259074,tt3138376,Joy Ride 3,en,11.864,2014-06-03,96,WT Canada Productions,Canada,0,0,Horror,"Clay Tarver,J.J. Abrams,Declan O&apos;Brien",Declan O&apos;Brien,"Ken Kirzinger,Jesse Hutch,Benjamin Hollingsworth",4.7
265019,tt3138558,Preservation,en,8.54,2014-08-22,90,Present Pictures,United States of America,0,0,"Horror,Thriller",Christopher Denham,Christopher Denham,"Wrenn Schmidt,Pablo Schreiber,Aaron Staton",4.8
272602,tt3139538,Amira & Sam,en,5.513,2014-05-30,90,"Hole in 1 Productions,Vanishing Angle,Strongman,Five By Eight Productions",United States of America,0,0,"Comedy,Drama,Romance","Susan Harris,Sean Mullin",Sean Mullin,"Martin Starr,Dina Shihabi,Paul Wesley",6.2
283201,tt3142688,Finding Fanny,en,2.495,2014-09-11,102,"Maddock Films,Illuminati Films Pvt Ltd",India,2489400,0,"Adventure,Comedy,Drama","Homi Adajania,Kersi Khambatta",Homi Adajania,"Deepika Padukone,Arjun Kapoor,Naseeruddin Shah",5.7
242083,tt3145220,Hits,en,3.474,2014-01-21,96,"Brooks Media,Honora Productions",United States of America,1000000,0,"Comedy,Drama",David Cross,David Cross,"Meredith Hagner,Matt Walsh,James Adomian",5.8
276488,tt3148348,Let Us Prey,en,8.213,2014-04-17,92,"Greenhouse Media Investment,Makar Productions,Fantastic Films","Ireland,United Kingdom",0,0,"Horror,Thriller","Fiona Watson,David Cairns,Brian O&apos;Malley",Brian O&apos;Malley,"Liam Cunningham,Pollyanna McIntosh,Bryan Larkin",5.8
287625,tt3973612,Stories of Our Lives,en,0.625,2014-09-05,60,"The NEST Collective,Big World Cinema","Kenya,South Africa",0,0,Drama,"Jim Chuchu,Njoki Ngumi",Jim Chuchu,"Kelly Gichohi,Paul Ogola,Tim Mutungi",7.6
303665,tt4021190,Journey to Le Mans,en,2.489,2014-10-23,92,Kaleidoscope Pictures,United Kingdom,0,0,Documentary,Charlotte Fantelli,Charlotte Fantelli,"Patrick Stewart,Tiff Needell,Filipe Albuquerque",5.5
253254,tt3060492,Before I Disappear,en,5.045,2014-10-11,100,"Strongman,Fuzzy Logic Pictures,Wigwam Films","United Kingdom,United States of America",0,8251,"Adventure,Drama",Shawn Christensen,Shawn Christensen,"Shawn Christensen,Fatima Ptacek,Emmy Rossum",7.2
291289,tt4020156,National Theatre Live: A Streetcar Named Desire,en,2.663,2014-09-16,174,"Young Vic,National Theatre",United Kingdom,0,0,Drama,Tennessee Williams,"Benedict Andrews,Nick Wickham","Gillian Anderson,Clare Burt,Lachele Carl",8.3
250572,tt3062742,Break Point,en,4.845,2014-03-08,90,Broad Green Pictures,United States of America,0,0,"Comedy,Sport","Tim Calpin,Gene Hong,Kevin Jakubowski",Jay Karas,"Jeremy Sisto,David Walton,Adam Devine",6.0
284286,tt3062976,Learning to Drive,en,6.737,2014-08-21,105,"Broad Green Pictures,Lavender Pictures,Core Pictures LLC",United States of America,0,3447633,"Comedy,Drama,Romance",Sarah Kernochan,Isabel Coixet,"Patricia Clarkson,Ben Kingsley,Grace Gummer",6.4
277969,tt3044702,The Adventures of RoboRex,en,4.364,2014-06-16,91,"Escapology,Wulf / Gourley Productions,Highland Film Group,Kaboom! Entertainment",United States of America,0,0,"Family,Sci-Fi","Kristi Shimek,Stephen Shimek",Stephen Shimek,"Ben Browder,Kalvin Stinger,Ethan Phillips",5.1
256108,tt3032028,Zwischen Welten,en,1.977,2014-02-11,98,"ARTE,Independent Artists Filmproduktion,Geißendörfer Film- und Fernsehproduktion (GFF),ZDF",Germany,0,0,"Drama,War","Feo Aladag,Matthias Kock,Judith Kaufmann",Feo Aladag,"Ronald Zehrfeld,Mohsin Ahmady,Saida Barmaki",6.5
279988,tt3033080,Extinction,en,6.502,2014-08-24,100,"Dark Art Films,Hollywood Vision,Pinnacle Media,XLrator Media",United Kingdom,3400000,0,"Action,Adventure,Horror","Ben Loyd-Holmes,Adam Spinks",Adam Spinks,"Sarah Mac,Ben Loyd-Holmes,Neil Newbon",3.2
328763,tt3033948,Echoes,en,5.747,2014-07-05,88,FatFree Films,United States of America,0,0,"Drama,Horror,Thriller",Nils Timm,Nils Timm,"Kate French,Steven Brand,Steve Hanks",4.3
285027,tt3034418,Love Island,en,0.834,2014-08-08,86,"Komplizen Film,Okofilm Productions,Deblokada Produkcija","Croatia,Switzerland,Germany,Bosnia and Herzegovina",0,0,"Comedy,Romance","Aleksandar Hemon,Jasmila Zbanic",Jasmila Zbanic,"Ariane Labed,Ermin Bravo,Ada Condeescu",5.4
314011,tt3064356,The Beat Beneath My Feet,en,3.204,2014-09-25,89,Scoop Films,United Kingdom,0,0,"Comedy,Drama,Family",Michael Müller,John Williams,"Luke Perry,Nicholas Galitzine,Lisa Dillon",6.4
274899,tt3038142,Inner Demons,en,5.382,2014-06-13,85,Schorr Pictures,United States of America,0,0,"Horror,Mystery,Thriller",Glenn Gers,Seth Grossman,"Lara Vosburgh,Kevan McClellan,Kate Whitney",5.2
277662,tt3042800,Nightingale,en,3.704,2014-06-17,83,"HBO Films,Plan B Entertainment,BN Films,Yoruba Saxon Productions,Sea Smoke Entertainment",United States of America,0,0,"Crime,Drama",Frederick Mensch,Elliott Lester,"David Oyelowo,Barlow Jacobs,Heather Storm",6.4
285840,tt3067274,The Editor,en,5.668,2014-09-11,95,"Tele-Film,Astron-6 Video International",Canada,0,0,"Comedy,Crime,Horror","Adam Brooks,Matthew Kennedy,Conor Sweeney","Adam Brooks,Matthew Kennedy","Paz de la Huerta,Adam Brooks,Matthew Kennedy",6.0
289416,tt3068192,Grace,en,11.443,2014-10-28,87,"Automatik Entertainment,Colony Pictures","Canada,United States of America",0,0,"Horror,Thriller","Jeff Chan,Chris Pare,Peter Huang",Jeff Chan,"Alexia Fast,Lin Shaye,Alan Dale",4.6
248384,tt3091286,Drunktown's Finest,en,1.632,2014-01-18,95,Indion Entertainment Group,United States of America,0,0,Drama,Sydney Freeland,Sydney Freeland,"Jeremiah Bitsui,Carmen Moore,Morningstar Angeline",6.9
240745,tt3093522,Cymbeline,en,9.349,2014-09-03,97,"Benaroya Pictures,Keep Your Head Productions",United States of America,0,0,"Crime,Drama,Thriller","Michael Almereyda,William Shakespeare",Michael Almereyda,"Ethan Hawke,Ed Harris,Milla Jovovich",3.7
251736,tt3093546,Listen Up Philip,en,6.11,2014-05-07,109,"Faliro House Productions,Sailor Bear,Washington Square Films,Tribeca Film","United States of America,Greece",0,200126,"Comedy,Drama",Alex Ross Perry,Alex Ross Perry,"Jason Schwartzman,Elisabeth Moss,Jonathan Pryce",6.3
273610,tt3094236,Helicopter Mom,en,4.362,2015-04-24,81,American Film Productions,United States of America,0,0,"Comedy,Drama",Duke Tran,Salomé Breziner,"Nia Vardalos,Jason Dolley,Mark Boone Junior",5.0
274285,tt3099370,Sector 4: Extraction,en,3.533,2014-07-22,91,Sector 4,United States of America,250000,0,"Action,War","Olivier Gruner,Richard Pierce",Olivier Gruner,"Eric Roberts,Olivier Gruner,Salmaan Bokhari",2.4
246403,tt3099498,Tusk,en,17.415,2014-09-19,102,"Phase 4 Films,Demarest Films,SModcast Pictures","Canada,United States of America",3000000,1882074,"Comedy,Horror",Kevin Smith,Kevin Smith,"Justin Long,Michael Parks,Haley Joel Osment",5.3
242022,tt3097204,The Inbetweeners 2,en,6.783,2014-08-06,96,"Film4 Productions,Young Bwark Productions,Zodiak Rights,Zodiak Media Group","Australia,France,United Kingdom",0,0,Comedy,"Damon Beesley,Iain Morris","Damon Beesley,Iain Morris","Simon Bird,James Buckley,Blake Harrison",6.4
290283,tt3159818,Honeytrap,en,2.899,2015-05-08,93,"Finite Films,Bright Pictures,Creativity Capital",United Kingdom,0,0,"Crime,Drama,Romance",Rebecca Johnson,Rebecca Johnson,"Jessica Sula,Lucien Laviscount,Ntonga Mwanza",5.8
283330,tt3090634,Eden,en,7.902,2014-11-19,131,"Ad Vitim Distribution,Blue Film,France 2,CG Cinéma",France,0,65460,"Biography,Drama,Music","Mia Hansen-Løve,Sven Hansen-Løve",Mia Hansen-Løve,"Félix de Givry,Pauline Etienne,Vincent Macaigne",6.4
282762,tt3073490,Committed,en,2.0,2014-04-06,86,Tiberius Film,Cyprus,0,0,"Comedy,Romance",Stelana Kliris,Stelana Kliris,"Melia Kreiling,Orestes Sophocleous,Dimitris Xystras",6.2
290714,tt3074578,The Surface,en,2.626,2014-10-09,86,Good Note Productions,United States of America,0,0,"Drama,Thriller",Jeff Gendelman,Gil Cates Jr.,"Sean Astin,Mimi Rogers,Chris Mulkey",4.8
249916,tt3077108,Appropriate Behavior,en,4.427,2015-03-14,90,Parkville Pictures,United Kingdom,0,0,"Comedy,Drama,Romance","Desiree Akhavan,Cecilia Frugiuele",Desiree Akhavan,"Desiree Akhavan,Rebecca Henderson,Halley Feiffer",6.5
295884,tt4009460,Saving Christmas,en,4.671,2014-11-14,79,"Provident Films,Camfam Studios,Liberty University",United States of America,500000,2800000,"Comedy,Family","Darren Doane,Cheston Hervey",Darren Doane,"Kirk Cameron,Darren Doane,Bridgette Cameron",1.3
253287,tt3079016,We'll Never Have Paris,en,7.816,2014-10-01,89,"Bifrost Pictures,The Bridge Finance Company,E2B Capital,H3 Films,Marc Platt Productions,Orion Pictures,K5 International,Dog-Eared Pictures","France,United States of America",0,0,"Comedy,Romance",Simon Helberg,"Simon Helberg,Jocelyn Towne","Simon Helberg,Melanie Lynskey,Zachary Quinto",4.6
293262,tt4008652,I Am Ali,en,6.265,2014-10-10,111,Focus Features,United States of America,0,7205,"Documentary,Biography,Sport",Clare Lewins,Clare Lewins,"Muhammad Ali,Gene Kilroy,Rahman Ali",7.2
283749,tt3085500,Ninja Apocalypse,en,4.944,2014-08-05,84,Ninja Production Services,United States of America,0,0,"Action,Fantasy,Horror",Ashley Scott Meyers,Lloyd Lee Barnett,"Christian Oliver,Les Brandt,Cary-Hiroyuki Tagawa",3.2
253270,tt3082826,Kelly & Cal,en,4.27,2014-03-07,107,"Mad Dog Pictures,Spring Pictures",United States of America,0,0,"Comedy,Drama",Amy Lowe Starbin,Jen McGowan,"Juliette Lewis,Jonny Weston,Josh Hopkins",6.2
282537,tt3967356,National Theatre Live: Skylight,en,1.367,2014-07-24,128,National Theatre,United Kingdom,0,0,Drama,David Hare,"Stephen Daldry,Robin Lough","Carey Mulligan,Bill Nighy,Matthew Beard",8.5
270303,tt3235888,It Follows,en,37.74,2014-09-24,101,"Two Flints,Northern Lights Films,Animal Kingdom",United States of America,2000000,14674076,"Horror,Mystery,Thriller",David Robert Mitchell,David Robert Mitchell,"Maika Monroe,Keir Gilchrist,Olivia Luccardi",6.8
260163,tt3237154,Apocalyptic,en,2.561,2014-07-28,84,Splendid Film,Australia,0,0,"Horror,Mystery",Glenn Triggs,Glenn Triggs,"Jane Elizabeth Barry,Geoff Pinfield,David Macrae",4.6
301958,tt3238996,A Wonderful Christmas Time,en,1.369,2014-11-06,90,Jolene Films,United Kingdom,0,0,Comedy,Jamie Adams,Jamie Adams,"Dylan Edwards,Laura Haddock,Mandeep Dhillon",5.5
267463,tt3239442,The 10 Year Plan,en,8.371,2014-09-06,90,Cinema175,United States of America,80000,0,"Comedy,Romance",J.C. Calciano,J.C. Calciano,"Jack Turner,Michael Adam Hamilton,Teri Reeves",6.1
272822,tt3240752,Back on Board: Greg Louganis,en,1.391,2014-06-25,90,Will Sweeney Productions,"United Kingdom,United States of America",0,0,"Documentary,Biography,Sport","Cheryl Furjanic,Karen Sim,Will Sweeney",Cheryl Furjanic,"David Boudia,Jimmy Carter,Sergei Chalibashvili",7.5
339992,tt3242756,The Redwood Massacre,en,4.771,2014-09-28,82,"Alive Productions,Clear Focus Movies",United Kingdom,156660,0,Horror,David Ryan Keith,David Ryan Keith,"Mark Wood,Lisa Cameron,Lisa Livingstone",3.2
240704,tt3231010,Island of Lemurs: Madagascar,en,5.097,2014-04-03,39,IMAX,United States of America,0,13842409,"Documentary,Short,Adventure",Drew Fellman,David Douglas,"Patricia Wright,Morgan Freeman,Hantanirina Rasamimanana",7.0
299400,tt3922810,Santa Claws,en,2.518,2014-11-04,86,The Asylum,United States of America,0,0,"Family,Fantasy",Anna Rasmussen,Glenn Miller,"Ezra James Colbert,Nicola Lambo,John P. Fowler",3.0
229865,tt3216866,Tom in America,en,1.308,2014-06-17,20,"Queens Pictures,Autonomous Pictures",United States of America,0,0,"Short,Drama,Fantasy","Flavio Alves,Scott Alexander Hess,Jeffrey Solomon",Flavio Alves,"Burt Young,Sally Kirkland,Jacques Mitchell",7.4
276122,tt3219678,A Brony Tale,en,3.651,2014-07-08,79,Hodgee Films,"New Zealand,Canada,United States of America",0,0,Documentary,Brent Hodge,Brent Hodge,"Ashleigh Ball,David Beckingham,Mike Bernstein",5.6
284550,tt3921136,Hard to Get,en,2.205,2014-08-29,95,Helena Spring Films,South Africa,0,0,"Action,Romance",Thuso Sibisi,Zee Ntuli,"Thishiwe Ziqubu,Pallance Dladla,Israel Matseke-Zulu",6.9
261814,tt3228830,Super Duper Alice Cooper,en,3.287,2014-04-17,86,Banger Films,Canada,0,0,"Documentary,Biography,Music","Sam Dunn,Reg Harkema,Scot McFadyen","Sam Dunn,Reg Harkema,Scot McFadyen","Alice Cooper,Sheryl Cooper,Jack Curtis",7.3
401035,tt3228994,Straight Outta Oakland,en,1.094,2014-04-04,116,Touch the Heart Productions,United States of America,0,0,Drama,"Wiennie Mac,Marcus D. Spencer",Marcus D. Spencer,"Skipper Elekwachi,Alphonso Thompson,Marcus D. Spencer",5.5
284995,tt3919322,Scooby-Doo! Frankencreepy,en,12.75,2014-08-19,74,Warner Bros. Animation,United States of America,0,0,"Animation,Adventure,Comedy","James Krieg,Joseph Barbera,William Hanna","Paul McEvoy,Sungku Cho,Young Won Jung","Frank Welker,Mindy Cohn,Grey Griffin",6.6
286940,tt3246908,The Boxcar Children,en,3.321,2014-08-05,86,"Hammerhead Productions,Village Roadshow Pictures,Warner Bros. Pictures","South Korea,United States of America,Guatemala",5,0,"Animation,Adventure,Family","Justin Merz,Zach Strauss,Gertrude Chandler Warner","Daniel Chuba,Mark A.Z. Dippé,Kyungho Jo","Illeana Douglas,Mackenzie Foy,Zachary Gordon",6.6
250666,tt3263996,The Overnighters,en,4.534,2014-10-10,102,Mile End Films West,United States of America,0,0,"Documentary,Drama",Jesse Moss,Jesse Moss,"Jay Reinke,Andrea Reinke,Alan Mezo",7.4
256876,tt3264102,Red Army,en,5.567,2014-08-13,76,"Russian Film Committee,Gabriel Polsky Productions",Russia,0,694600,"Documentary,Biography,History",Gabe Polsky,Gabe Polsky,"Viacheslav Fetisov,Vladislav Tretiak,Scotty Bowman",7.6
289575,tt3904186,Tales of the Grim Sleeper,en,4.707,2014-08-29,105,South Central Films,"United Kingdom,United States of America",0,0,"Documentary,Crime","Nick Broomfield,Barney Broomfield,Marc Hoeferlin","Nick Broomfield,Barney Broomfield,Marc Hoeferlin","Nick Broomfield,Lonnie David Franklin Jr.,Donna",7.0
250658,tt3268458,The Internet's Own Boy: The Story of Aaron Swartz,en,8.316,2014-06-27,105,"FilmBuff,Participant,Luminant Media,Unjustus Films",United States of America,0,48911,"Documentary,Biography,Crime",Brian Knappenberger,Brian Knappenberger,"Aaron Swartz,Tim Berners-Lee,Cindy Cohn",8.0
315723,tt3215822,The Nostalgist,en,1.189,2014-06-19,17,Wonder Room Productions,United Kingdom,0,0,"Short,Adventure,Fantasy","Daniel H. Wilson,Giacomo Cimini",Giacomo Cimini,"Lambert Wilson,Samuel Joslin,Darrell D&apos;Silva",7.0
294093,tt3261302,Dinosaur Island,en,10.349,2014-12-01,90,Extinct Production,Australia,12000000,39296,"Adventure,Family,Sci-Fi",Matt Drummond,Matt Drummond,"Darius Williams,Kate Rasmussen,Juliette Frederick",3.6
353378,tt3254796,Big Stone Gap,en,4.211,2014-10-09,93,Altar Identity Studios,United States of America,0,0,"Comedy,Romance",Adriana Trigiani,Adriana Trigiani,"Ashley Judd,Patrick Wilson,Whoopi Goldberg",5.7
289328,tt3909884,Talk Back and You're Dead,en,2.94,2014-08-20,120,"Skylight Films,Viva Films",Philippines,0,0,"Action,Comedy,Romance","Alesana Marie,Keiko Aquino",Andoy Ranay,"James Reid,Nadine Lustre,Joseph Marco",4.7
298539,tt3256812,A Belle for Christmas,en,4.135,2014-11-04,91,"Clear Pictures Entertainment,Simba Entertainment",United States of America,0,0,"Comedy,Drama,Family",Jake Helgren,Jason Dallas,"Dean Cain,Kristy Swanson,Jet Jurgensmeyer",4.7
257448,tt3259320,Last Flight,en,2.25,2014-03-21,86,"Ci Wen Media,Media Asia Distribution,SMG Pictures",China,10000000,5900000,"Action,Horror,Thriller","Peter Cameron,Vincent Zhou",Vincent Zhou,"Ed Westwick,Zhu Zhu,Leon Lee",3.2
340576,tt3177264,Dawn,en,0.919,2015-05-17,90,Triptych Pictures,Australia,0,0,"Drama,Mystery,Thriller",Christopher Houghton,Christopher Houghton,"Leeanna Walsman,John Crouch,Onor Nottle",5.4
254191,tt3177316,Honeymoon,en,7.902,2014-09-12,88,Fewlas Entertainment,United States of America,1000000,9318,"Drama,Fantasy,Horror","Phil Graziadei,Leigh Janiak",Leigh Janiak,"Rose Leslie,Harry Treadaway,Ben Huber",5.7
386585,tt3180446,The iMom,en,0.957,2014-06-14,14,Song Zu,"Australia,United States of America",0,0,"Short,Drama,Horror",Ariel Martin,Ariel Martin,"Matilda Brown,Marta Dusseldorp,Karl Beattie",6.6
287322,tt3181920,Blackbird,en,2.858,2014-02-16,99,RLJ Entertainment,United States of America,0,0,Drama,"Rikki Beadle Blair,Larry Duplechan,Patrik-Ian Polk",Patrik-Ian Polk,"Mo&apos;Nique,Julian J. Walker,Kevin Allesee",5.5
289333,tt3958494,Jim Jefferies: Bare,en,4.803,2014-08-29,76,Art & Industry,United States of America,0,0,Comedy,Jim Jefferies,Shannon Hartman,Jim Jefferies,8.0
340855,tt3959690,Raiders of the Lost Shark,en,4.464,2015-05-19,71,Brett Kelly Entertainment,"Canada,United States of America",0,0,"Action,Adventure,Comedy","David A. Lloyd,Brett Kelly",Brett Kelly,"Candice Lidstone,Jessica Huether,Catherine Mary Clark",1.7
234200,tt3169706,Pride,en,9.013,2014-09-12,122,"Calamity Films,BFI Film Fund,BBC Film,Pathé,Pathe,Canal+,Ciné+,Ingenious Media","France,United Kingdom",0,7523634,"Biography,Comedy,Drama",Stephen Beresford,Matthew Warchus,"Bill Nighy,Imelda Staunton,Dominic West",7.8
238215,tt3203616,The Cobbler,en,18.128,2014-09-11,99,"Golden Spike (II),Next Wednesday Productions",United States of America,0,0,"Comedy,Drama,Fantasy","Tom McCarthy,Paul Sado",Tom McCarthy,"Adam Sandler,Melonie Diaz,Steve Buscemi",5.8
325803,tt3206616,October 1,en,1.959,2014-10-01,149,Golden Effects Pictures,Nigeria,0,0,"Crime,Drama,Mystery",Tunde Babalola,Kunle Afolayan,"Sadiq Daba,Kayode Olaiya,Ademola Adedoyin",6.4
286654,tt3202890,Reclaim,en,8.332,2014-09-19,96,"Arclight Films,Beijing Shuijing Shenlan International Media Co.,Asia Tropical Films,120dB Films,Garlin Pictures,Paradox Entertainment,Screen Australia,Eggplant Pictures","Malaysia,United States of America,China",0,0,"Action,Crime,Drama","Carmine Gaeta,Luke Davies",Alan White,"John Cusack,Ryan Phillippe,Rachelle Lefevre",5.2
294736,tt3207160,Misfire,en,3.627,2014-10-06,85,Badhouse Studios Mexico,United States of America,0,0,Action,"Benjamin Budd,R. Ellis Frazier",R. Ellis Frazier,"Gary Daniels,Vannessa Vasquez,Michael Greco",3.1
297544,tt3924510,Age of Ice,en,4.909,2014-12-09,85,The Asylum,United States of America,0,0,"Action,Adventure,Drama",Emile Edwin Smith,Emile Edwin Smith,"Barton Bund,Bailey Spry,Jules Hartley",1.9
269100,tt3214002,Video Games: The Movie,en,9.133,2014-07-18,101,Mediajuice Studios,United States of America,0,0,"Documentary,Animation,History",Jeremy Snead,Jeremy Snead,"Sean Astin,Al Alcorn,Peter Armstrong",6.1
235260,tt3210686,Son of God,en,25.312,2014-02-28,138,"Hearst Entertainment Productions,LightWorkers Media,20th Century Fox",United States of America,22000000,67800064,"Biography,Drama,History","Richard Bedser,Christopher Spencer,Colin Swash",Christopher Spencer,"Diogo Morgado,Amber Rose Revah,Greg Hicks",5.7
251471,tt3214286,Beyond the Brick: A LEGO® Brickumentary,en,6.502,2014-11-09,93,"Global Emerging Markets (GEM),HeLo","United States of America,Denmark",650000,0,Documentary,"Daniel Junge,Davis Coombe,Kief Davidson","Kief Davidson,Daniel Junge","Jason Bateman,Jamie Berard,Bryan Bonahoom",6.8
244536,tt3186318,Hellion,en,7.261,2014-06-13,98,"Silver Sail Entertainment,Across Town Productions,IFC Films,Arts+Labor",United States of America,0,0,"Drama,Thriller",Kat Candler,Kat Candler,"Aaron Paul,Juliette Lewis,Josh Wiggins",6.0
254426,tt3186838,Fields of the Dead,en,2.167,2014-02-04,84,Ruthless Pictures,United States of America,0,0,Horror,Scott Coleman,Daniel B. Iske,"Lara Adkins,Mark Booker,Mike Delange",2.5
243352,tt3200980,Where Hope Grows,en,4.827,2014-04-06,95,Godspeed Pictures,United States of America,0,1156000,"Drama,Family",Chris Dowling,Chris Dowling,"Kristoffer Polaha,David DeSanctis,McKaley Miller",6.6
297736,tt4028876,Radiator,en,1.44,2014-10-15,93,Turnchapel Films,United Kingdom,0,0,"Comedy,Drama","Tom Fisher,Daniel Cerqueira",Tom Fisher,"Daniel Cerqueira,Richard Johnson,Gemma Jones",6.8
254194,tt2793490,Starry Eyes,en,7.312,2014-07-29,98,"Dark Sky Films,Snowfort Pictures,Parallactic Pictures,Title Media","Belgium,United States of America",0,0,"Horror,Mystery","Kevin Kölsch,Dennis Widmyer","Kevin Kölsch,Dennis Widmyer","Alex Essoe,Amanda Fuller,Noah Segan",6.0
301748,tt2796678,The Opposite Sex,en,10.996,2014-11-08,96,"Magna Global Entertainment,Verdi Productions",United States of America,3300000,2800000,"Comedy,Romance","Mark Mussina,Steven Sessions","Jennifer Finnigan,Jonathan Silverman","Geoff Stults,Mena Suvari,Jennifer Finnigan",4.5
259830,tt2798456,Scintilla,en,3.828,2014-02-28,94,"North Light Film Studios,AV Pictures,Liquid Noise Films,Forefront Features,Moviebox",United Kingdom,0,0,"Horror,Sci-Fi","Steve Clark,Josh Golga,Rob Green",Billy O&apos;Brien,"John Lynch,Morjana Alaoui,Craig Conway",4.6
