TMDb-MovieId,IMDb-MovieId,Movie-Title,Original-Language,Popularity,Release-Date,Runtime,Production-Companies,Production-Countries,Budget,Revenue,Genre,Writer,Director,Actor,Rating
321039,tt4341532,The Phoenix Incident,en,5.273,2015-06-16,81,"Concourse Media,PCB Entertainment",United States of America,1300000,0,"Mystery,Sci-Fi,Thriller",Keith Arem,Keith Arem,"Yuri Lowenthal,Travis Willingham,Troy Baker",4.9
352978,tt4340720,Chain of Command,en,5.326,2015-08-30,88,"Hollywood Media Bridge,Clear Lake Entertainment,Dog and Pony Media,Lionsgate",United States of America,5000000,0,"Action,Thriller","Kevin Carraway,Lawrence Sara",Kevin Carraway,"Michael Jai White,Max Ryan,Steve Austin",3.4
343795,tt4337690,90 Minutes in Heaven,en,24.019,2015-09-11,121,"Giving Films,EFO Films",United States of America,5000000,4842699,Drama,"Michael Polish,Don Piper,Cecil Murphey",Michael Polish,"Kate Bosworth,Hayden Christensen,Hudson Meek",4.8
362226,tt5079382,Froning: The Fittest Man In History,en,2.197,2015-10-01,99,CrossFit Inc.,United States of America,0,0,Documentary,"Heber Cannon,Charlie Dube,Sean Woodland",Heber Cannon,"Rich Froning,Dan Bailey,Dave Castro",6.6
352275,tt4355236,Lost Boy,en,4.063,2015-07-25,88,"LeGrand Productions,Lifetime,MarVista Entertainment",United States of America,0,0,"Crime,Drama,Mystery",Jennifer Maisel,Tara Miele,"Virginia Madsen,Mark Valley,Matthew Fahey",4.6
362736,tt5080804,The Hexecutioners,en,2.403,2015-10-21,95,"Raven Banner Entertainment,Foresight Features",Canada,0,0,Horror,Tony Burgess,Jesse Thomas Cook,"Liv Collins,Sarah Power,Timothy Burd",4.1
343725,tt3876702,The Violators,en,2.392,2016-06-17,101,Red Union Films,United Kingdom,0,0,Drama,Helen Walsh,Helen Walsh,"Lauren McQueen,Brogan Ellis,Stephen Lord",6.0
339060,tt3877296,The Cokeville Miracle,en,20.79,2015-06-05,94,Remember Films,United States of America,0,0,"Drama,Family,History","T.C. Christensen,Hartt Wixom,Judene Wixom",T.C. Christensen,"Jasen Wade,Sarah Kent,Kimball Stinger",5.4
337515,tt3878978,Reparation,en,1.367,2016-09-09,105,"Reparation Films LLC,Red Dirt Pictures",United States of America,0,0,"Drama,Mystery,Thriller","Kyle Ham,Steve Timm",Kyle Ham,"Jon Huertas,Marc Menchaca,Virginia Newcomb",5.9
365707,tt4868972,The Queen of Ireland,en,0.886,2015-10-22,82,Blinder Films,Ireland,0,0,"Documentary,Biography","Conor Horgan,Phillip McMahon,Rory O&apos;Neill",Conor Horgan,"Declan Buckley,Phillip McMahon,Una Mullally",7.6
360220,tt4841640,Janoskians: Untold and Untrue,en,2.531,2015-08-28,88,"AwesomenessTV,Awesomeness Films",United States of America,0,0,Comedy,Brett Weiner,Brett Weiner,"Connor Ball,Brittany Behrns,Dustin Belt",3.7
363683,tt5098836,I Believe in Miracles,en,3.408,2015-10-13,104,"Baby Cow Productions,BT Sport Films",United Kingdom,768,0,"Documentary,History,Sport",Jonny Owen,Jonny Owen,"Brian Clough,Peter Taylor,Jimmy Gordon",7.7
336683,tt3832160,A Date with Miss Fortune,en,3.484,2015-08-13,97,Picasso Chaser Productions,Canada,0,0,"Comedy,Romance","Ryan Scott,Jeannette Sousa",John L&apos;Ecuyer,"Jeannette Sousa,Ryan Scott,Joaquim de Almeida",5.3
323272,tt3832914,War Room,en,38.253,2015-08-28,120,"FaithStep Films,Affirm Films,Provident Films,Red Sky Studios,TriStar Pictures",United States of America,3000000,67790117,Drama,"Alex Kendrick,Stephen Kendrick",Alex Kendrick,"Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie",6.4
347761,tt3833474,Never Let Go,en,4.65,2015-08-28,93,"Kasbah-Film Tanger,Latitude Films,Mallorca Specials,Socially Organic","Morocco,Spain,United Kingdom,United States of America",0,0,"Action,Drama,Thriller",Howard J. Ford,Howard J. Ford,"Angela Dixon,Rami Nasr,Sarah Perles",5.3
342464,tt3833520,Jack of the Red Hearts,en,6.646,2016-02-26,102,Sundial Pictures,United States of America,0,0,"Drama,Family",Jennifer Deaton,Janet Grillo,"AnnaSophia Robb,Famke Janssen,Scott Cohen",7.0
383208,tt4414438,It Had to Be You,en,3.216,2016-10-21,85,"Vandewater Media,It Had To Be You",United States of America,0,0,"Comedy,Music,Romance","Levi Abrino,Sasha Gordon",Sasha Gordon,"Cristin Milioti,Dan Soder,Halley Feiffer",5.5
359871,tt5111874,My Scientology Movie,en,5.962,2016-05-05,99,"Red Box Films,BBC Film","United Kingdom,United States of America",0,0,Documentary,"John Dower,Louis Theroux",John Dower,"Louis Theroux,Tom Cruise,Marty Rathbun",6.6
294132,tt3824412,Results,en,5.592,2015-05-29,105,"Houston King Productions,Burn Later Productions",United States of America,0,104507,"Comedy,Romance",Andrew Bujalski,Andrew Bujalski,"Guy Pearce,Cobie Smulders,Kevin Corrigan",5.4
308084,tt3824458,Tangerine,en,10.546,2015-07-10,87,"Through Films,Duplass Brothers Productions",United States of America,100000,924793,"Comedy,Crime,Drama","Sean Baker,Chris Bergoch",Sean Baker,"Kitana Kiki Rodriguez,Mya Taylor,Karren Karagulian",7.1
299553,tt4416518,Shark Lake,en,8.384,2015-10-02,92,"Parkside Pictures,FLF Films,Bottom Line Entertainment,Almost Never Films",United States of America,2000000,0,Horror,"Gabe Burnstein,David Anderson",Jerry Dugan,"Dolph Lundgren,Sara Malakul Lane,Lily Brooks O&apos;Briant",3.4
336592,tt4415360,The Science of Interstellar,en,14.729,2014-11-25,50,Gemini Productions,United States of America,0,0,Documentary,Gail Willumsen,Gail Willumsen,"Matthew McConaughey,Kip Thorne,Christopher Nolan",7.2
343139,tt4415068,新兵正传3：蛙人传,en,1.376,2015-02-19,148,J Team Productions,Singapore,2020000,5520000,"Action,Comedy","Ivan Ho,Jack Neo",Jack Neo,"Tosh Zhang,Rajid Ahamed,Fish Chaar",6.6
308063,tt3833746,The Visit,en,4.114,2015-01-26,83,Nikolaus Geyrhalter Filmproduktion,"Austria,United States of America",0,0,Documentary,Michael Madsen,Michael Madsen,"Mazlan Othman,Paul Beaver,Janos Tisovszky",5.9
300321,tt3836480,RWD,en,2.2,2015-09-26,80,Twenty Eighteen Seventy-Six,United States of America,0,0,"Horror,Sci-Fi,Thriller","Adam Hartley,Matt Stuertz",Matt Stuertz,"Adam Hartley,Matt Stuertz,Aj Meadows",4.4
347751,tt4392454,13 Cameras,en,5.432,2015-08-30,87,"30 Bones Cinema,79th & Broadway Entertainment,Gravitas Ventures",United States of America,0,0,"Crime,Drama,Horror",Victor Zarcoff,Victor Zarcoff,"Neville Archambault,Sean Carrigan,PJ McCabe",5.2
362185,tt3849692,Operator,en,7.508,2015-08-21,88,"Status Media & Entertainment,DV3 Productions,The Forgery,GA2 Productions",United States of America,0,0,"Action,Thriller","Dwain Worrell,Obin Olson,Amariah Olson","Amariah Olson,Obin Olson","Ving Rhames,Luke Goss,Mischa Barton",4.3
308639,tt3850214,Dope,en,11.671,2015-06-19,103,"Revolt Films,Significant Productions,IamOTHER Entertainment",United States of America,7000000,17986781,"Adventure,Comedy,Crime",Rick Famuyiwa,Rick Famuyiwa,"Shameik Moore,Tony Revolori,Kiersey Clemons",7.2
337104,tt3850496,Chronic,en,6.496,2015-10-21,93,"Vamonos Films,Stromboli Films","France,Mexico",0,0,Drama,Michel Franco,Michel Franco,"Tim Roth,Sarah Sutherland,Robin Bartlett",6.6
326425,tt4382872,Extraction,en,13.743,2015-12-18,92,"EFO Films,Aperture Entertainment,Twirly Films Limited,Ingenious Media,The Fyzz","United Kingdom,United States of America",0,16775,"Action,Thriller","Umair Aleem,Max Adams",Steven C. Miller,"Bruce Willis,Kellan Lutz,Gina Carano",4.1
287903,tt3850590,Krampus,en,19.041,2015-11-26,98,"Universal Pictures,Legendary Pictures",United States of America,15000000,61788393,"Comedy,Drama,Fantasy","Todd Casey,Michael Dougherty,Zach Shields",Michael Dougherty,"Adam Scott,Toni Collette,David Koechner",6.2
318256,tt4382552,Hot Girls Wanted,en,28.204,2015-05-29,84,Two to Tangle Productions,United States of America,0,0,Documentary,Brittany Huckabee,"Jill Bauer,Ronna Gradus","Tressa Silguero,Riley Reynolds,Rachel Bernard",6.1
332806,tt3847390,I Am Belfast,en,2.58,2016-04-08,84,Hopscotch Films,United Kingdom,0,0,Documentary,Mark Cousins,Mark Cousins,"Mark Cousins,Rosie McKee,Maud Bell",6.6
340304,tt5094390,National Theatre Live: Man and Superman,en,2.345,2015-05-14,0,National Theatre,United Kingdom,0,0,"Comedy,Drama",George Bernard Shaw,Simon Godwin,"Ralph Fiennes,Indira Varma,Corey Johnson",8.4
321109,tt4393514,Bitter Lake,en,5.534,2015-01-24,135,BBC,United Kingdom,0,0,Documentary,Adam Curtis,Adam Curtis,"George Bush,George W. Bush,Joanne Herring",8.1
320048,tt3836512,Ratter,en,6.998,2015-01-24,80,Start Motion Pictures,United States of America,500000,0,"Drama,Horror,Thriller",Branden Kramer,Branden Kramer,"Ashley Benson,Matt McGorry,Kaili Vernoff",4.9
363057,tt4844752,Yearning,en,0.6,2015-10-07,82,"Mars Productions,Geißendörfer Film- und Fernsehproduktion (GFF),Bredok Filmproduction","Turkey,Germany",0,0,"Documentary,Drama","Ben Hopkins,Ceylan Ünal Hopkins",Ben Hopkins,"Isa Çelik,Bilge Güler,Serhat Saymadi",7.6
346401,tt3833822,Daft Punk Unchained,en,6.227,2015-06-24,85,BBC Worldwide France,"France,United States of America",0,0,"Documentary,Music","Marina Rozenman,Hervé Martin-Delpierre",Hervé Martin-Delpierre,"Thomas Bangalter,Guy-Manuel De Homem-Christo,Skrillex",7.3
329327,tt3843110,Love and Faith,en,0.657,2015-03-05,100,Entertainment Motion Pictures,Indonesia,0,0,"Biography,Drama",Benni Setiawan,Benni Setiawan,"Verdi Solaiman,Laura Basuki,Rio Dewanto",7.9
308024,tt3844362,The Overnight,en,7.227,2015-06-19,79,"Duplass Brothers Productions,Gettin' Rad Productions",United States of America,0,1100000,"Comedy,Mystery",Patrick Brice,Patrick Brice,"Adam Scott,Taylor Schilling,Jason Schwartzman",6.1
351901,tt3957956,12 Rounds 3: Lockdown,en,9.032,2015-09-11,90,WWE Studios,United States of America,0,0,"Action,Crime,Thriller","Nathan Brookes,Bobby Lee Darby",Stephen Reynolds,"Jonathan Good,Roger Cross,Daniel Cudmore",5.1
318042,tt4291066,B-Movie: Lust & Sound in West-Berlin 1979-1989,en,2.98,2015-02-05,94,"Scenes From,DEF Media,Interzone Pictures",Germany,0,0,"Documentary,Music","Jörg A. Hoppe,Klaus Maeck,Heiko Lange","Jörg A. Hoppe,Heiko Lange,Klaus Maeck","Andi,Bela B.,Blixa Bargeld",7.8
312804,tt4288636,James White,en,6.66,2015-11-13,85,"Relic Pictures,BorderLine Films",United States of America,0,0,Drama,Josh Mond,Josh Mond,"Christopher Abbott,Cynthia Nixon,Kid Cudi",7.1
380754,tt4287348,Isolation,en,4.04,2015-10-31,86,Hollywood Media Bridge,United States of America,2000000,0,"Action,Thriller","Chad Law,Shane Dax Taylor",Shane Dax Taylor,"Dominic Purcell,Luke Mably,Marie Avgeropoulos",4.6
328739,tt3962210,David and Goliath,en,13.069,2015-03-13,92,"RiverRain Productions,Fallen State Films",United States of America,0,0,"Action,Adventure,Drama",Timothy A. Chey,Timothy A. Chey,"Miles Sloman,Jerald Sokolowski,Paul Hughes",3.9
318973,tt3962848,Welcome to Leith,en,4.001,2015-09-09,85,"Sundial Pictures,No Weather Productions,The Cinemart",United States of America,0,0,Documentary,"Michael Beach Nichols,Christopher K. Walker","Michael Beach Nichols,Christopher K. Walker","Ryan Schock,Heather Cook,Lee Cook",6.9
343981,tt4293752,Gascoigne,en,5.144,2015-06-08,90,Salon Pictures,United Kingdom,0,0,"Documentary,Biography,Sport",Jane Preston,Jane Preston,"Paul Gascoigne,Vinnie Jones,Gary Lineker",7.0
352208,tt4897822,Where to Invade Next,en,8.795,2015-12-23,121,"IMG Films,Dog Eat Dog Films",United States of America,0,3820195,"Documentary,Comedy",Michael Moore,Michael Moore,"Michael Moore,Johnny Fancelli,Christina Fancelli",7.5
343426,tt4298966,Tell Tale Lies,en,3.353,2015-10-09,120,"Stargazer Films,Synthetic Cinema International,Lifetime",United States of America,0,0,"Mystery,Thriller",John Doolan,Colin Theys,"Alexa PenaVega,Sean Patrick Thomas,John Heard",5.4
354924,tt3952108,The Dead Room,en,5.469,2015-10-01,80,Centron Pictures,New Zealand,1000000,0,"Horror,Thriller","Kevin Stevens,Jason Stutter",Jason Stutter,"Jed Brophy,Jeffrey Thomas,Laura Petersen",4.8
364873,tt5061126,Rocky Horror Show Live,en,3.341,2015-11-17,106,"Illuminations,Picturehouse Entertainment",United Kingdom,0,0,"Comedy,Horror,Musical",Richard O&apos;Brien,Christopher Luscombe,"Jayde Westaby,Haley Flaherty,Ben Forster",8.1
323660,tt4296026,Avengers Grimm,en,22.232,2015-03-17,90,The Asylum,United States of America,0,0,"Action,Adventure,Fantasy",Jeremy M. Inman,Jeremy M. Inman,"Casper Van Dien,Lauren Parkinson,Lou Ferrigno",2.7
364540,tt3955894,Girl Asleep,en,5.539,2015-10-20,77,"Windmill Theatre,Soft Tread Enterprises",Australia,1150118,0,"Comedy,Family,Fantasy",Matthew Whittet,Rosemary Myers,"Bethany Whitmore,Harrison Feldman,Amber McMahon",6.1
975185,tt5052610,Lilitu,en,0.6,2015-12-24,10,Andromeda Motion Pictures,United States of America,0,0,"Short,Thriller",Richard Lowry,Richard Lowry,"Johanna Rae,Nina Sallinen,Greg Travis",7.1
298582,tt3977462,Full Out,en,6.262,2015-09-11,94,Carmel Creek Productions,Canada,1500000,0,"Biography,Drama,Family","Willem Wennekers,Jay Deverett,Beth Iley",Sean Cisterna,"Ana Golja,Jennifer Beals,Sarah Fisher",6.3
342672,tt3978720,4th Man Out,en,7.562,2015-05-26,87,"Tait Productions,Jed Entertainment Production,Moving Pictures",United States of America,0,0,"Comedy,Drama",Aaron Dancik,Andrew Nackman,"Parker Young,Evan Todd,Chord Overstreet",6.7
421987,tt3980310,Occupants,en,2.734,2015-12-14,81,"Starrunner,Running Tiger Films","Brazil,Canada,United States of America,Philippines,France,Japan,United Kingdom,Singapore",0,0,"Horror,Sci-Fi,Thriller",Julia Camara,Russ Emanuel,"Robert Picardo,Briana White,Chalet Lizette Brannan",5.1
344277,tt4273170,Caught,en,5.194,2015-06-12,82,"Covert Productions,MarVista Entertainment",United States of America,0,0,"Crime,Drama,Mystery",Marcy Holland,Maggie Kiley,"Anna Camp,Stefanie Scott,Sam Page",4.9
224972,tt3983674,The Mask You Live In,en,5.512,2015-01-05,88,"The Representation Project,Fork Films",United States of America,0,0,"Documentary,News","Jessica Anthony,Jessica Congdon,Jennifer Siebel Newsom",Jennifer Siebel Newsom,"Joe Herman,Michael Kimmel,Caroline Heldman",7.6
365432,tt4285960,The Sublet,en,2.636,2015-11-07,82,"Black Fawn Films,Breakthrough Entertainment",Canada,0,0,"Drama,Horror,Mystery","Alyson Richards,John Ainslie",John Ainslie,"Tianna Nori,Mark Matechuk,Krista Madison",4.8
323435,tt3975510,One & Two,en,6.637,2015-08-14,91,"Bow + Arrow Entertainment,Protagonist Pictures","United Kingdom,United States of America",0,0,"Drama,Fantasy,Thriller","Andrew Droz Palermo,Neima Shahdadi",Andrew Droz Palermo,"Kiernan Shipka,Timothée Chalamet,Elizabeth Reaser",5.2
400768,tt4301440,Killer Piñata,en,1.855,2017-01-18,87,Angry Mule Productions,United States of America,0,5000,"Comedy,Horror","Megan Macmanus,Stephen Tramontana,Nick Weeks",Stephen Tramontana,"Amelie Acevedo,Elias Acevedo,Ryan Aldrich",4.2
318040,tt3904272,Bizarre,en,4.201,2015-02-07,99,"Eivissa Productions,Bushwick Factory","United States of America,France",0,0,"Drama,Romance","Étienne Faure,Ray De Leon",Étienne Faure,"Pierre Prieur,Adrian James,Raquel Nave",4.7
328840,tt4328666,The Primary Instinct,en,2.122,2015-05-29,73,"FilmBuff,Cut,Bright Cloud Productions",United States of America,50234,0,"Documentary,Drama",Stephen Tobolowsky,David Chen,Stephen Tobolowsky,7.4
367735,tt5069564,John Mulaney: The Comeback Kid,en,4.897,2015-11-13,62,"3 Arts Entertainment,Irwin Entertainment",United States of America,0,0,Comedy,John Mulaney,Rhys Thomas,"Petunia,John Mulaney,Amanda Walsh",7.9
316892,tt4333136,La Obra Del Siglo,en,0.6,2015-01-22,100,"Ventura Film,ICAIC,Uranio Films,Rizoma Films,M-Appeal,Raspberry & Cream","Switzerland,Cuba,Argentina,Germany",0,0,Drama,"Abel Arcos Soto,Carlos Quintela",Carlos Quintela,"Mario Balmaseda,Mario Guerra,Leonardo Gascón",6.1
361205,tt4336186,Motley's Law,en,0.6,2015-10-15,84,Made in Copenhagen,"United States of America,Denmark,Afghanistan",0,0,"Documentary,Biography,Crime",Nicole Nielsen Horanyi,Nicole Nielsen Horanyi,"Triera Holley,Kimberley Motley",6.6
362582,tt5065500,Fifty,en,1.947,2015-10-17,101,EbonyLife Films,Nigeria,0,0,"Drama,Romance","Kemi Adesoye,Bola Agbaje,Biyi Bandele",Biyi Bandele,"Iretiola Doyle,Nse Ikpe-Etim,Omoni Oboli",6.1
292010,tt3922816,The Daughter,en,3.81,2015-10-09,96,"Screen NSW,Roadshow Films",Australia,0,0,Drama,"Simon Stone,Henrik Ibsen",Simon Stone,"Geoffrey Rush,Nicholas Hope,Sam Neill",6.6
343173,tt3923662,The Rezort,en,8.516,2015-06-15,87,"Gloucester Place Films,uMedia,Bulletproof Cupid,LWH Entertainment,The Kraken Films,Black Camel Pictures,Creative Scotland","Belgium,United Kingdom,Spain",0,0,"Horror,Sci-Fi,Thriller",Paul Gerstenberger,Steve Barker,"Dougray Scott,Jessica De Gouw,Martin McCann",5.3
347823,tt4895498,Another Country,en,0.742,2015-07-29,85,"Bula'bula Arts Aboriginal,Vertigo Productions",Australia,0,0,Documentary,"David Gulpilil,Molly Reynolds,Rolf de Heer",Molly Reynolds,David Gulpilil,7.2
339254,tt3948174,State Zero,en,1.41,2015-03-31,15,AW Films,Sweden,0,0,"Short,Horror,Sci-Fi",Andree Wallin,Andree Wallin,"Teddy Nicholas,Luke Rampersad,Charles Babalola",6.5
296244,tt3949586,Plague,en,2.726,2015-05-12,86,Burning Ships Productions,Australia,200000,0,"Drama,Horror,Sci-Fi",Kosta Ouzas,"Nick Kozakis,Kosta Ouzas","Don Bridges,Cris Cochrane,Tegan Crowley",4.7
359255,tt3919598,The Inhabitants,en,4.921,2015-10-13,90,"Sinister Siblings Films,Lascaux Media",United States of America,0,0,"Horror,Mystery,Thriller","Michael Rasmussen,Shawn Rasmussen","Michael Rasmussen,Shawn Rasmussen","Elise Couture,Michael Reed,Judith Chaffee",4.1
525355,tt3909374,The Gift,en,0.685,2015-06-19,13,27 Ten Productions,United Kingdom,0,0,"Short,Biography,Drama",Gabriel Robertson,Gabriel Robertson,"Xander Berkeley,Brady Permenter,Amye Gousset",7.2
345944,tt3910602,I Am Chris Farley,en,5.51,2015-07-27,95,Network Entertainment,Canada,0,0,"Documentary,Biography",Steve Burgess,"Brent Hodge,Derik Murray","Christina Applegate,Tom Arnold,Dan Aykroyd",7.4
319089,tt4316236,The Black Panthers: Vanguard of the Revolution,en,4.108,2015-03-08,113,"Firelight Films,ITVS,Independent Lens,JustFilms / Ford Foundation,PBS",United States of America,0,0,"Documentary,History",Stanley Nelson,Stanley Nelson,"Blair Anderson,Omar Barbour,Julian Bond",7.3
345470,tt3917118,Hector,en,3.118,2015-12-11,87,"A Product of Malitsky,Aimimage Productions,Goldfinch Pictures",United Kingdom,0,0,Drama,Jake Gavin,Jake Gavin,"Peter Mullan,Keith Allen,Natalie Gavin",6.9
472256,tt3918222,My Brother's Shoes,en,1.525,2015-09-15,87,R & R Stage and Screen,United States of America,0,0,"Comedy,Drama,Fantasy",Adam Reeves,Adam Reeves,"Pete Stringfellow,Jacob Ellis,Blake Fiegert",4.9
356300,tt3919218,How to Plan an Orgy in a Small Town,en,7.227,2015-09-19,101,Neophyte Productions,Canada,0,24532,"Comedy,Drama",Jeremy LaLonde,Jeremy LaLonde,"Jewel Staite,Ennis Esmer,Lauren Lee Smith",5.5
376651,tt2941396,Endgame,en,2.097,2015-09-25,90,"Sparkhope Productions,Avila Entertainment,Late Bloomer Productions",United States of America,0,0,"Biography,Drama","Carmen Marrón,Hector Salinas",Carmen Marrón,"Dimitri Agado,Cassie Brennan,Ivan Cisneros",5.4
287948,tt2938956,The Transporter Refueled,en,27.674,2015-09-02,95,"EuropaCorp,TF1 Films Production,Fundamental Films,Canal+,OCS,TF1,TMC,Belga Films Fund,Belga Films","Belgium,China,France",25000000,72629670,"Action,Thriller","Adam Cooper,Bill Collage,Luc Besson",Camille Delamarre,"Ed Skrein,Loan Chabanol,Ray Stevenson",5.2
325358,tt2933474,Superfast!,en,83.506,2015-03-05,99,"The Safran Company,3 in the Box,Ketchup Entertainment",United States of America,20000000,0,Comedy,"Jason Friedberg,Aaron Seltzer","Jason Friedberg,Aaron Seltzer","Alex Ashbaugh,Dale Pavinski,Lili Mirojnick",4.1
347752,tt2929652,Road Games,en,4.549,2015-09-10,95,"Trigger Films,February Films,Superbe Films","France,United Kingdom",0,0,"Drama,Horror,Mystery",Abner Pastoll,Abner Pastoll,"Andrew Simpson,Joséphine de La Baume,Frédéric Pierrot",5.3
428788,tt2928888,Our Father,en,0.6,2015-12-25,15,Smashing UK Productions,United Kingdom,4500,0,"Short,Drama,War",Calum Rhys,Calum Rhys,"Luke Goddard,Ross O&apos;Hennessy,Aaron Jeffcoate",7.5
243940,tt2918436,The Lazarus Effect,en,13.514,2015-01-29,83,"Lionsgate,Blumhouse Productions,Chapter One Films",United States of America,3300000,64110728,"Horror,Mystery,Sci-Fi","Luke Dawson,Jeremy Slater",David Gelb,"Olivia Wilde,Mark Duplass,Evan Peters",5.2
228968,tt2917388,Kidnapping Mr. Heineken,en,11.69,2015-03-12,95,"uMedia,Splendid Film,Informant Europe SPRL,European Film Company,Informant Media","United States of America,Belgium,Netherlands,United Kingdom",0,2633527,"Action,Crime,Drama","William Brookfield,Peter R. de Vries",Daniel Alfredson,"Jim Sturgess,Sam Worthington,Ryan Kwanten",6.1
341051,tt2914740,Deep Dark,en,4.22,2015-08-21,79,"Vitamin M,Polluted Pictures",United States of America,0,0,"Fantasy,Horror",Michael Medaglia,Michael Medaglia,"Sean McGrath,Anne Sorce,Denise Poirier",5.0
356216,tt2945796,The Rise of the Krays,en,4.851,2015-08-29,110,"Carnaby International,Saracen Films,Torn Pictures",United Kingdom,2500000,0,"Crime,Drama","Ken Brown,Sebastian Brown",Zackary Adler,"Matt Vael,Simon Cotton,Kevin Leslie",4.9
341077,tt2911674,Tiger House,en,7.58,2015-08-24,80,"Ten10 Films,Altitude Film Entertainment,Glass Man Films,Creativity Capital","South Africa,United Kingdom",0,0,"Action,Crime,Drama",Simon Lewis,Thomas Daley,"Kaya Scodelario,Ed Skrein,Dougray Scott",5.2
306969,tt2910508,Dark Summer,en,4.624,2015-01-09,81,"Preferred Film & TV,ContentFilm International,Campfire",United States of America,0,0,"Horror,Thriller",Mike Nguyen Le,Paul Solet,"Keir Gilchrist,Stella Maeve,Maestro Harrell",4.2
322194,tt2909932,Subconscious,en,2.43,2015-03-10,110,"Underwater Productions,Rainsworth Productions,Hilton Media Management",United States of America,0,0,"Action,Mystery,Thriller",Georgia Hilton,Georgia Hilton,"Tim Abell,Aleisha Force,Tom Stedham",2.4
262500,tt2908446,Insurgent,en,45.235,2015-03-18,119,"Summit Entertainment,Red Wagon Entertainment,Mandeville Films,NeoReel,Lionsgate",United States of America,110000000,295238201,"Action,Adventure,Sci-Fi","Brian Duffield,Akiva Goldsman,Mark Bomback",Robert Schwentke,"Shailene Woodley,Ansel Elgort,Theo James",6.2
323694,tt2885628,Nina Forever,en,5.892,2015-03-14,98,"Charlie Productions,Casualties Bureau,Jeva Films",United Kingdom,0,0,"Comedy,Drama,Horror","Ben Blaine,Chris Blaine","Ben Blaine,Chris Blaine","Cian Barry,Abigail Hardingham,Mandeep Dhillon",5.6
225728,tt2884018,Macbeth,en,10.32,2015-08-16,113,"Anton Capital Entertainment (ACE),See-Saw Films,Creative Scotland,DMC Film,Film4 Productions,StudioCanal","France,United Kingdom,United States of America",15000000,16322067,"Drama,History,War","Todd Louiso,Jacob Koskoff,Michael Lesslie",Justin Kurzel,"Michael Fassbender,Marion Cotillard,Jack Madigan",6.6
350839,tt2883448,Cash Only,en,2.353,2015-07-23,91,"Bardha Productions,Nickname Projects","Albania,United States of America",0,0,"Crime,Drama,Thriller",Nickola Shreli,Malik Bader,"Nickola Shreli,Brandon Trammer,Stivi Paskoski",6.0
263109,tt2872750,Shaun the Sheep Movie,en,16.351,2015-02-05,85,"Aardman,Anton Capital Entertainment (ACE),StudioCanal,Lionsgate","France,United Kingdom,United States of America",25000000,106209378,"Animation,Adventure,Comedy","Mark Burton,Richard Starzak,Nick Park","Mark Burton,Richard Starzak","Justin Fletcher,John Sparkes,Omid Djalili",7.3
309245,tt2872462,Mistress America,en,9.146,2015-08-14,84,"Fox Searchlight Pictures,RT Features","Brazil,United States of America",0,2500431,"Comedy,Drama","Noah Baumbach,Greta Gerwig",Noah Baumbach,"Greta Gerwig,Lola Kirke,Shana Dowdeswell",6.7
298382,tt2910904,The Dressmaker,en,11.132,2015-10-29,118,"White Hot Productions,Screen Australia,Ingenious Senior Film Fund,Film Art Media,Embankment Films",Australia,11930000,25003426,"Comedy,Drama,Western","Rosalie Ham,Jocelyn Moorhouse,P.J. Hogan",Jocelyn Moorhouse,"Kate Winslet,Judy Davis,Liam Hemsworth",7.0
339342,tt2948712,Anarchy Parlor,en,4.323,2016-07-29,98,Gravitas Ventures,Lithuania,0,0,Horror,"Devon Downs,Kenny Gage","Devon Downs,Kenny Gage","Robert LaSardo,Anthony Del Negro,Jordan James Smith",4.7
333381,tt2948790,Return to Sender,en,12.203,2015-05-31,95,"Boo Pictures,Voltage Pictures",United States of America,0,0,"Drama,Thriller","Patricia Beauchamp,Joe Gossett",Fouad Mikati,"Rosamund Pike,Shiloh Fernandez,Nick Nolte",5.1
333657,tt3038734,Club Life,en,3.003,2015-05-29,90,"2B Films,Radar Pictures",United States of America,0,4444,Drama,"Danny A. Abeckaser,Ryan O&apos;Nan,Ryan Vallan",Fabrizio Conte,"Jessica Szohr,Jay R. Ferguson,Robert Davi",4.8
252164,tt3029476,Pressure,en,6.18,2015-06-04,91,"Isle of Man Film,Bigscope Films,Pinewood Pictures",United Kingdom,0,0,"Drama,Thriller","Alan McKenna,Paul Staheli,Louis Baxter",Ron Scalpello,"Danny Huston,Matthew Goode,Joe Cole",5.6
371003,tt3024324,Kill Game,en,3.528,2017-01-09,102,"Juniper Post,Cinedigm,ExtraOrdinary Casting",United States of America,0,0,Horror,Robert Mearns,Robert Mearns,"Joe Adler,Pierson Fode,Laura Ashley Samuels",4.1
273899,tt3018070,Stonewall,en,6.941,2015-09-18,129,"Mel's Cite du Cinema,Centropolis Entertainment,Lionsgate",United States of America,13500000,187674,"Drama,History",Jon Robin Baitz,Roland Emmerich,"Jeremy Irvine,Jonny Beauchamp,Joey King",5.3
322548,tt3014078,Shangri-La Suite,en,4.511,2016-10-28,90,"Painstaking Pictures,Anonymous Content,Bona Fide Productions,Bow + Arrow Entertainment,Haven Entertainment,Marlowe Pictures",United States of America,0,14073,"Action,Crime,Drama","Chris Hutton,Eddie O&apos;Keefe",Eddie O&apos;Keefe,"Emily Browning,Luke Grimes,Avan Jogia",5.1
